KEY;SURVEY_DATE;OFFICE_LOCATION;STATEMENT;RATING
4873;2020-07-01;2510-0001;I'm often bored at work.;3
4874;2020-07-01;2510-0001;If I could, I would like to change careers.;4
4875;2020-07-01;2510-0001;I'm satisified with the relations between colleagues in my team.;10
4876;2020-07-01;2510-0001;I can always trust the colleagues in my team.;9
4877;2020-07-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;3
4878;2020-07-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;1
4879;2020-07-01;2510-0001;After work, I'm exhausted in the evening.;2
4880;2020-07-01;2510-0001;I'm often working under time pressure.;3
4881;2020-07-01;2510-0001;I have a really interesting  job.;8
4882;2020-07-01;2510-0001;Most of the time I enjoy going to work.;10
4883;2020-07-01;2510-0001;I'm often bored at work.;2
4884;2020-07-01;2510-0001;If I could, I would like to change careers.;1
4885;2020-07-01;2510-0001;I'm satisified with the relations between colleagues in my team.;8
4886;2020-07-01;2510-0001;I can always trust the colleagues in my team.;9
4887;2020-07-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;2
4888;2020-07-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;1
4889;2020-07-01;2510-0001;After work, I'm exhausted in the evening.;3
4890;2020-07-01;2510-0001;I'm often working under time pressure.;2
4891;2020-07-01;2510-0001;I have a really interesting  job.;9
4892;2020-07-01;2510-0001;Most of the time I enjoy going to work.;8
4893;2020-07-01;2510-0001;I'm often bored at work.;4
4894;2020-07-01;2510-0001;If I could, I would like to change careers.;4
4895;2020-07-01;2510-0001;I'm satisified with the relations between colleagues in my team.;10
4896;2020-07-01;2510-0001;I can always trust the colleagues in my team.;10
4897;2020-07-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;4
4898;2020-07-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;4
4899;2020-07-01;2510-0001;After work, I'm exhausted in the evening.;3
4900;2020-07-01;2510-0001;I'm often working under time pressure.;4
4901;2020-10-01;2510-0001;I have a really interesting  job.;8
4902;2020-10-01;2510-0001;Most of the time I enjoy going to work.;8
4903;2020-10-01;2510-0001;I'm often bored at work.;1
4904;2020-10-01;2510-0001;If I could, I would like to change careers.;1
4905;2020-10-01;2510-0001;I'm satisified with the relations between colleagues in my team.;9
4906;2020-10-01;2510-0001;I can always trust the colleagues in my team.;8
4907;2020-10-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;1
4908;2020-10-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;2
4909;2020-10-01;2510-0001;After work, I'm exhausted in the evening.;2
4910;2020-10-01;2510-0001;I'm often working under time pressure.;1
4911;2020-10-01;2510-0001;I have a really interesting  job.;8
4912;2020-10-01;2510-0001;Most of the time I enjoy going to work.;9
4913;2020-10-01;2510-0001;I'm often bored at work.;3
4914;2020-10-01;2510-0001;If I could, I would like to change careers.;1
4915;2020-10-01;2510-0001;I'm satisified with the relations between colleagues in my team.;10
4916;2020-10-01;2510-0001;I can always trust the colleagues in my team.;8
4917;2020-10-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;1
4918;2020-10-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;4
4919;2020-10-01;2510-0001;After work, I'm exhausted in the evening.;3
4920;2020-10-01;2510-0001;I'm often working under time pressure.;3
4921;2020-10-01;2510-0001;I have a really interesting  job.;10
4922;2020-10-01;2510-0001;Most of the time I enjoy going to work.;9
4923;2020-10-01;2510-0001;I'm often bored at work.;1
4924;2020-10-01;2510-0001;If I could, I would like to change careers.;1
4925;2020-10-01;2510-0001;I'm satisified with the relations between colleagues in my team.;9
4926;2020-10-01;2510-0001;I can always trust the colleagues in my team.;10
4927;2020-10-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;3
4928;2020-10-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;4
4929;2020-10-01;2510-0001;After work, I'm exhausted in the evening.;4
4930;2020-10-01;2510-0001;I'm often working under time pressure.;2
4931;2020-10-01;2510-0001;I have a really interesting  job.;9
4932;2020-10-01;2510-0001;Most of the time I enjoy going to work.;8
4933;2020-10-01;2510-0001;I'm often bored at work.;1
4934;2020-10-01;2510-0001;If I could, I would like to change careers.;4
4935;2020-10-01;2510-0001;I'm satisified with the relations between colleagues in my team.;8
4936;2020-10-01;2510-0001;I can always trust the colleagues in my team.;9
4937;2020-10-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;3
4938;2020-10-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;3
4939;2020-10-01;2510-0001;After work, I'm exhausted in the evening.;1
4940;2020-10-01;2510-0001;I'm often working under time pressure.;2
4941;2020-10-01;2510-0001;I have a really interesting  job.;9
4942;2020-10-01;2510-0001;Most of the time I enjoy going to work.;8
4943;2020-10-01;2510-0001;I'm often bored at work.;2
4944;2020-10-01;2510-0001;If I could, I would like to change careers.;1
4945;2020-10-01;2510-0001;I'm satisified with the relations between colleagues in my team.;8
4946;2020-10-01;2510-0001;I can always trust the colleagues in my team.;9
4947;2020-10-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;4
4948;2020-10-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;4
4949;2020-10-01;2510-0001;After work, I'm exhausted in the evening.;2
4950;2020-10-01;2510-0001;I'm often working under time pressure.;4
4951;2020-10-01;2510-0001;I have a really interesting  job.;8
4952;2020-10-01;2510-0001;Most of the time I enjoy going to work.;8
4953;2020-10-01;2510-0001;I'm often bored at work.;2
4954;2020-10-01;2510-0001;If I could, I would like to change careers.;1
4955;2020-10-01;2510-0001;I'm satisified with the relations between colleagues in my team.;8
4956;2020-10-01;2510-0001;I can always trust the colleagues in my team.;9
4957;2020-10-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;3
4958;2020-10-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;2
4959;2020-10-01;2510-0001;After work, I'm exhausted in the evening.;2
4960;2020-10-01;2510-0001;I'm often working under time pressure.;2
4961;2020-10-01;2510-0001;I have a really interesting  job.;9
4962;2020-10-01;2510-0001;Most of the time I enjoy going to work.;8
4963;2020-10-01;2510-0001;I'm often bored at work.;4
4964;2020-10-01;2510-0001;If I could, I would like to change careers.;2
4965;2020-10-01;2510-0001;I'm satisified with the relations between colleagues in my team.;9
4966;2020-10-01;2510-0001;I can always trust the colleagues in my team.;8
4967;2020-10-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;1
4968;2020-10-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;4
4969;2020-10-01;2510-0001;After work, I'm exhausted in the evening.;3
4970;2020-10-01;2510-0001;I'm often working under time pressure.;1
4971;2021-01-01;2510-0001;I have a really interesting  job.;10
4972;2021-01-01;2510-0001;Most of the time I enjoy going to work.;9
4973;2021-01-01;2510-0001;I'm often bored at work.;4
4974;2021-01-01;2510-0001;If I could, I would like to change careers.;3
4975;2021-01-01;2510-0001;I'm satisified with the relations between colleagues in my team.;10
4976;2021-01-01;2510-0001;I can always trust the colleagues in my team.;8
4977;2021-01-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;4
4978;2021-01-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;2
4979;2021-01-01;2510-0001;After work, I'm exhausted in the evening.;1
4980;2021-01-01;2510-0001;I'm often working under time pressure.;1
4981;2021-01-01;2510-0001;I have a really interesting  job.;8
4982;2021-01-01;2510-0001;Most of the time I enjoy going to work.;9
4983;2021-01-01;2510-0001;I'm often bored at work.;3
4984;2021-01-01;2510-0001;If I could, I would like to change careers.;4
4985;2021-01-01;2510-0001;I'm satisified with the relations between colleagues in my team.;9
4986;2021-01-01;2510-0001;I can always trust the colleagues in my team.;10
4987;2021-01-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;3
4988;2021-01-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;1
4989;2021-01-01;2510-0001;After work, I'm exhausted in the evening.;3
4990;2021-01-01;2510-0001;I'm often working under time pressure.;1
4991;2021-01-01;2510-0001;I have a really interesting  job.;9
4992;2021-01-01;2510-0001;Most of the time I enjoy going to work.;10
4993;2021-01-01;2510-0001;I'm often bored at work.;3
4994;2021-01-01;2510-0001;If I could, I would like to change careers.;1
4995;2021-01-01;2510-0001;I'm satisified with the relations between colleagues in my team.;10
4996;2021-01-01;2510-0001;I can always trust the colleagues in my team.;8
4997;2021-01-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;3
4998;2021-01-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;4
4999;2021-01-01;2510-0001;After work, I'm exhausted in the evening.;1
5000;2021-01-01;2510-0001;I'm often working under time pressure.;1
5001;2021-01-01;2510-0001;I have a really interesting  job.;9
5002;2021-01-01;2510-0001;Most of the time I enjoy going to work.;10
5003;2021-01-01;2510-0001;I'm often bored at work.;2
5004;2021-01-01;2510-0001;If I could, I would like to change careers.;4
5005;2021-01-01;2510-0001;I'm satisified with the relations between colleagues in my team.;10
5006;2021-01-01;2510-0001;I can always trust the colleagues in my team.;10
5007;2021-01-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;3
5008;2021-01-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;2
5009;2021-01-01;2510-0001;After work, I'm exhausted in the evening.;3
5010;2021-01-01;2510-0001;I'm often working under time pressure.;1
5011;2021-01-01;2510-0001;I have a really interesting  job.;10
5012;2021-01-01;2510-0001;Most of the time I enjoy going to work.;9
5013;2021-01-01;2510-0001;I'm often bored at work.;4
5014;2021-01-01;2510-0001;If I could, I would like to change careers.;4
5015;2021-01-01;2510-0001;I'm satisified with the relations between colleagues in my team.;8
5016;2021-01-01;2510-0001;I can always trust the colleagues in my team.;10
5017;2021-01-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;2
5018;2021-01-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;4
5019;2021-01-01;2510-0001;After work, I'm exhausted in the evening.;3
5020;2021-01-01;2510-0001;I'm often working under time pressure.;2
5021;2021-01-01;2510-0001;I have a really interesting  job.;9
5022;2021-01-01;2510-0001;Most of the time I enjoy going to work.;9
5023;2021-01-01;2510-0001;I'm often bored at work.;3
5024;2021-01-01;2510-0001;If I could, I would like to change careers.;4
5025;2021-01-01;2510-0001;I'm satisified with the relations between colleagues in my team.;10
5026;2021-01-01;2510-0001;I can always trust the colleagues in my team.;8
5027;2021-01-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;2
5028;2021-01-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;2
5029;2021-01-01;2510-0001;After work, I'm exhausted in the evening.;2
5030;2021-01-01;2510-0001;I'm often working under time pressure.;3
5031;2021-01-01;2510-0001;I have a really interesting  job.;8
5032;2021-01-01;2510-0001;Most of the time I enjoy going to work.;10
5033;2021-01-01;2510-0001;I'm often bored at work.;1
5034;2021-01-01;2510-0001;If I could, I would like to change careers.;2
5035;2021-01-01;2510-0001;I'm satisified with the relations between colleagues in my team.;10
5036;2021-01-01;2510-0001;I can always trust the colleagues in my team.;9
5037;2021-01-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;4
5038;2021-01-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;3
5039;2021-01-01;2510-0001;After work, I'm exhausted in the evening.;2
5040;2021-01-01;2510-0001;I'm often working under time pressure.;1
5041;2021-04-01;2510-0001;I have a really interesting  job.;9
5042;2021-04-01;2510-0001;Most of the time I enjoy going to work.;9
5043;2021-04-01;2510-0001;I'm often bored at work.;2
5044;2021-04-01;2510-0001;If I could, I would like to change careers.;2
5045;2021-04-01;2510-0001;I'm satisified with the relations between colleagues in my team.;8
5046;2021-04-01;2510-0001;I can always trust the colleagues in my team.;8
5047;2021-04-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;3
5048;2021-04-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;4
5049;2021-04-01;2510-0001;After work, I'm exhausted in the evening.;4
5050;2021-04-01;2510-0001;I'm often working under time pressure.;2
5051;2021-04-01;2510-0001;I have a really interesting  job.;9
5052;2021-04-01;2510-0001;Most of the time I enjoy going to work.;9
5053;2021-04-01;2510-0001;I'm often bored at work.;4
5054;2021-04-01;2510-0001;If I could, I would like to change careers.;2
